TaxaName	RecNum	Phylum	Class	Order	Family	Genus	GroupCoarse	GroupFine	Species	ID level	Origin	IntroSource	CommonName	AlternateNames	ITIS_Accepted_Name	ITIS_URL	COL_Accepted_Name	COL_URL	Ref_GL_occurrence	Erie	Huron	Michigan	Ontario	Superior	St. Mary's River	Huron Erie Corridor	Niagara River	Ref_location	Notes	Benthic	Littoral	Limnetic	Lakes_Proper	Tribs/Wetlands	Aerial/ Terrestrial	BOLD_link	Other_Genetic_Info	NatHistory_source	NatHistory_link	nasID
Stauroneis smithii 	2096	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis smithii 	Species	Native			"Also originally as Stauroneis smithii var. borgei Ehrenb., Stauroneis smithii var. incisa Pant. & Stauroneis smithii var. minima Haworth"	Stauroneis smithii Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4283	Stauroneis smithii	http://www.catalogueoflife.org/col/details/species/id/716a458016e1194c0410e5b6323a88c1	Stoermer et al 1999; Makarewicz et al 1994; U.S. EPA GLNPO 2018; 	1	genus	x		genus					Algaebase - Stauroneis smithii Grunow : http://www.algaebase.org/search/species/detail/?species_id=32138; Habitat - ; Other notes - 			x	x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Stauroneis+smithii+			NA	NA
Stauroneis stodderi	2097	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis stodderi	Species	Native				Stauroneis stodderi Greenleaf	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4290	Stauroneis stodderi	http://www.catalogueoflife.org/col/details/species/id/4a9f5eab5530c1e258941fd3057c7fce	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis stodderi Greenleaf : http://www.algaebase.org/search/species/detail/?species_id=50542; Habitat - ; Other notes - 										NA	NA
Staurophora amphioxys	2098	Ochrophyta	Bacillariophyceae	Cymbellales	Anomoeoneidaceae	Staurophora	diatom	naviculoid	Staurophora amphioxys	Species	Native				"Staurophora amphioxys (W. Greg.) D. G. Mann in Round, Crawford & Mann "	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591075	Staurophora amphioxys	http://www.catalogueoflife.org/col/details/species/id/fd6b1dd962b7355329bc5c60ddf5d35c	Stoermer et al 1999; 										Algaebase - Staurophora amphioxys (W.Gregory) D.G.Mann : http://www.algaebase.org/search/species/detail/?species_id=34395; Habitat - ; Other notes - 										NA	NA
Staurosira construens 	2099	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosira	diatom	araphid	Staurosira construens 	Species	Native			"Originally as Fragilaria construens , Staurosira construens var. binodis (Ehrenb.) Hamilton in Hamilton, Poulin, Prévost, Angell & Edlund, Staurosira construens var. capitata (Hérib.) Bukht., Fragilaria construens var. minuta Temp. & M.Perag., Fragilaria construens var. pumila Grunow, Staurosira construens fo. subsalina (Hust.) Bukht. & Staurosira construens var. venter (Ehrenb.) Hamilton; Staurosira construens "	Staurosira construens Ehrenb.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590965	Staurosira construens	http://www.catalogueoflife.org/col/details/species/id/ff1a3ff84ebbbb9748751e2b01b41fda	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; Brown and Manny 1983; U.S. EPA GLNPO 2018; 	1	1	x	x	1					Algaebase - Staurosira construens Ehrenberg (subspecies not found): http://www.algaebase.org/search/species/detail/?species_id=34400; Habitat - ; Other notes - 			x	x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Staurosira+construens+			NA	NA
Staurosira entomon 	2100	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosira	diatom	araphid	Staurosira entomon 	Species	Native			Fragilaria entomon	Fragilaria entomon (Ehrenb.) Ehrenb.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591220			Stoermer et al 1999; 										Algaebase - Staurosira entomon Ehrenberg : http://www.algaebase.org/search/species/detail/?species_id=50545; Habitat - ; Other notes - 										NA	NA
Staurosira leptostauron	2101	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosira	diatom	araphid	Staurosira leptostauron	Species	Native			Originally as Fragilaria leptostauron var. fossilis (Pant.) Reháková & Fragilaria leptostauron var. rhomboides (Grunow) Hust.; Staurosirella leptostauron	Staurosirella leptostauron (Ehrenb.) D. M. Williams & Round	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590961			Stoermer et al 1999; U.S. EPA GLNPO 2018; 	1	1	1		1					Algaebase - Staurosira leptostauron (Ehrenberg) Kulikovskiy & Genkal [subspecies not found]: http://www.algaebase.org/search/species/detail/?species_id=151232; Habitat - ; Other notes - 			x	x						NA	NA
Staurosira mutabilis 	2102	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella	diatom	araphid	Staurosira mutabilis 	Species	Native			Staurosirella pinnata	Staurosirella pinnata (Ehrenb.) D. M. Williams & Round	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590892			Stoermer et al 1999; 										Algaebase - Staurosirella mutabilis (W.Smith) E.Morales & Van de Vijver: http://www.algaebase.org/search/species/detail/?species_id=157345; Habitat - ; Other notes - 										NA	NA
Staurosirella lapponica	2103	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella	diatom	araphid	Staurosirella lapponica	Species	Native			Fragilaria lapponica	Staurosirella lapponica (Grunow in Van Heurck) D. M. Williams & Round 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590962	Staurosirella lapponica	http://www.catalogueoflife.org/col/details/species/id/b084ef1ee6bceb81b9467812f255f19d	Stoermer et al 1999; Makarewicz et al 1994; U.S. EPA GLNPO 2018; 	1	1	x		1					Algaebase - Staurosirella lapponica (Grunow) D.M.Williams & Round : http://www.algaebase.org/search/species/detail/?species_id=34410; Habitat - ; Other notes - 			x	x						NA	NA
Staurosirella leptostauron 	2104	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella	diatom	araphid	Staurosirella leptostauron 	Species	Native			"Also originally as Staurosirella leptostauron var. dubia (Grunow) M.B.Edlund & Staurosirella leptostauron var. rhomboides (Grunow) Bukht.; Fragilaria leptostauron, Staurosira leptostauron "	Staurosirella leptostauron (Ehrenb.) D. M. Williams & Round	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590961	Staurosirella leptostauron	http://www.catalogueoflife.org/col/details/species/id/4e72405564b831ae47636ed8c3188db4	Stoermer et al 1999; Makarewicz et al 1994; Brown and Manny 1983; 		x	x							Algaebase - Staurosira leptostauron (Ehrenberg) Kulikovskiy & Genkal: http://www.algaebase.org/search/species/detail/?species_id=151232; Habitat - ; Other notes - 										NA	NA
Staurosirella pinnata	2105	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella	diatom	araphid	Staurosirella pinnata	Species	Native			"Originally as Fragilaria pinnata Ehrenb., Staurosirella pinnata var. intercedens (Grunow in VanHeurck) Hamilton in Hamilton, Poulin, Prévost, Angell & Edlund & Staurosirella pinnata var. lancettula (Schum.) Poulin in Poulin, Hamilton & Proulx;  Fragilaria pinnata"	Staurosirella pinnata (Ehrenb.) D. M. Williams & Round	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590892	Staurosirella pinnata	http://www.catalogueoflife.org/col/details/species/id/e2c82babf108036919756a61405e14fe	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Staurosirella pinnata (Ehrenberg) D.M.Williams & Round: http://www.algaebase.org/search/species/detail/?species_id=34413; Habitat - ; Other notes - 			x	x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Staurosirella+pinnata			NA	NA
Stenopterobia anceps 	2106	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Stenopterobia	diatom	surirelloid	Stenopterobia anceps 	Species	Native			Stenopterobia heribaudii 	"Stenopterobia anceps (Lewis) Breb. ex Van Heurk, 1896"	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1088			Stoermer et al 1999; 										Algaebase - Stenopterobia heribaudii (Playfair) Playfair: http://www.algaebase.org/search/species/detail/?species_id=32180; Habitat - ; Other notes - 										NA	NA
Stenopterobia cruvula	2107	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Stenopterobia	diatom	surirelloid	Stenopterobia cruvula	Species	Native				species not found				Stoermer et al 1999; 										Algaebase - Stenopterobia cruvula (W.Smith) Krammer [taxonomy unverified]: http://www.algaebase.org/search/species/detail/?species_id=50548; Habitat - ; Other notes - 										NA	NA
Stephanocostis sp.	2108	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanocostis	diatom	eucentric	Stephanocostis sp.	Genus	Native				Stephanocostis Genkal and Kusmina 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=970110			U.S. EPA GLNPO 2018; 	1		1		1					"Algaebase - Stephanocostis Genkal & Kuzmina, 1985: http://www.algaebase.org/search/genus/detail/?genus_id=44187&-session=abv4:AC1F05FF1d6623352Frp390020DA; Habitat - ; Other notes - "			x	x						NA	NA
Stephanodiscus alpinus	2109	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus alpinus	Species	Native				Stephanodiscus alpinus Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2419	Stephanodiscus alpinus	http://www.catalogueoflife.org/col/details/species/id/307c24030b4bdcc64cfc0351f87faa71	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; EPA 1998; Reavie et al 2014; U.S. EPA GLNPO 2018; 	1	1	1	1	1					"Algaebase - Stephanodiscus alpinus Hustedt: http://www.algaebase.org/search/species/detail/?species_id=33036; Habitat - ; Other notes - major component of the spring diatom bloom in Lakes Michigan, Erie and Ontario.  Winter dominant in Lake Ontario"			x	x						NA	NA
Stephanodiscus astraea	2110	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus astraea	Species	Native			"Also originally as Stephanodiscus astraea var. intermedia Fricke, Stephanodiscus astraea var. minutulus (Kütz.) Grunow"	Stephanodiscus astraea (Ehrenb.) Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2416	Stephanodiscus astraea	http://www.catalogueoflife.org/col/details/species/id/900e4d161b631ced09a1f40be116a4dc	Stoermer et al 1999; Brown and Manny 1983; 		x								Algaebase - Stephanodiscus astraea (Kützing) Grunow: http://www.algaebase.org/search/species/detail/?species_id=39706; Habitat - ; Other notes - 										NA	NA
Stephanodiscus carconensis	2112	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus carconensis	Species	Native			Also originally as Stephanodiscus carconensis var. pusilla Grunow	Stephanodiscus carconensis Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2423	Stephanodiscus carconensis	http://www.catalogueoflife.org/col/details/species/id/7a25c108304c7ebbc36b89a282d7dca7	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - Stephanodiscus carconensis Grunow : http://www.algaebase.org/search/species/detail/?species_id=129129; Habitat - ; Other notes - 										NA	NA
Stephanodiscus conspicueporus 	2113	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus conspicueporus 	Species	Native				"Stephanodiscus conspicueporus Stoermer, Håk. & Theriot "	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590883			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		1	1	1	1					"Algaebase - Stephanodiscus conspicueporus Stoermer, Håkansson & Theriot: http://www.algaebase.org/search/species/detail/?species_id=48014; Habitat - ; Other notes - "				x						NA	NA
Stephanodiscus hantzschii 	2114	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus hantzschii 	Species	Native			"Also originally as Stephanodiscus hantzschii fo. tenuis, Stephanodiscus hantzschii Grunow fo. hantzschii & Stephanodiscus hantzschii var. pusilla Grunow; Stephanodiscus tenuis"	Stephanodiscus hantzschii Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2426	Stephanodiscus hantzschii	http://www.catalogueoflife.org/col/details/species/id/409203f9c5a86d49ca0564d5e4bb21e9	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; EPA 1998; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Stephanodiscus hantzschii Grunow: http://www.algaebase.org/search/species/detail/?species_id=32164; Habitat - ; Other notes - major component of the spring diatom bloom in Lake Erie			x	x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Stephanodiscus+hantzschii+			NA	NA
Stephanodiscus kuetzingiana 	2115	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus kuetzingiana 	Species	Native			Originally as Stephanodiscus kutzingiana [nom. nud.]	species not found				Stoermer et al 1999; 										Algaebase - Stephanodiscus kuetzingiana Kociolek [taxonomy uncertain]: http://www.algaebase.org/search/species/detail/?species_id=154308; Habitat - ; Other notes - 										NA	NA
Stephanodiscus medius 	2116	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus medius 	Species	Native				Stephanodiscus medius Håk. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590880			Stoermer et al 1999; 										Algaebase - Stephanodiscus medius Håkansson: http://www.algaebase.org/search/species/detail/?species_id=33046; Habitat - ; Other notes - 										NA	NA
Stephanodiscus minutula 	2117	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus minutula 	Species	Native				Stephanodiscus minutula (Kütz.) Round 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590881			Stoermer et al 1999; 										Algaebase - species not found: ; Habitat - ; Other notes - 										NA	NA
Stephanodiscus minutulus 	2118	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus minutulus 	Species	Native				Stephanodiscus minutulus (Kütz.) Cleve & J. D. Möll.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590878	Stephanodiscus minutulus	http://www.catalogueoflife.org/col/details/species/id/7b077262531499d47afa0d94d6dc1c60	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Stephanodiscus minutulus (Kützing) Cleve & Möller: http://www.algaebase.org/search/species/detail/?species_id=33048; Habitat - ; Other notes - 			x	x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Stephanodiscus+minutulus+			NA	NA
Stephanodiscus niagarae	2119	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus niagarae	Species	Native			Also originally as Stephanodiscus niagarae var. magnifica Fricke	Stephanodiscus niagarae Ehrenb. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2432	Stephanodiscus niagarae	http://www.catalogueoflife.org/col/details/species/id/d742b59a8f98272ccb404f414053c8d1	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; EPA 1998; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	1	1	1	1	1					"Algaebase - Stephanodiscus niagarae Ehrenberg : http://www.algaebase.org/search/species/detail/?species_id=33050; Habitat - ; Other notes - major component of the spring diatom bloom in Lakes Superior, Erie and Ontario"			x	x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Stephanodiscus+niagarae			NA	NA
Stephanodiscus parvus 	2120	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus parvus 	Species	Native				Stephanodiscus parvus Stoermer & Håk.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590876	Stephanodiscus parvus	http://www.catalogueoflife.org/col/details/species/id/94332167723c8341450ad2554361b083	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; EPA 1998; Reavie et al 2014; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Stephanodiscus parvus Stoermer & Håkansson : http://www.algaebase.org/search/species/detail/?species_id=33053; Habitat - ; Other notes - major component of the spring diatom bloom in Lake Erie			x	x						NA	NA
Stephanodiscus rotula 	2121	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus	diatom	eucentric	Stephanodiscus rotula 	Species	Native			Also originally as Stephanodiscus rotula var. minutula (Kütz.) Grunow	Stephanodiscus rotula (Kütz.) Hendey 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=2422			Stoermer et al 1999; 										Algaebase - Stephanodiscus rotula (Kützing) Hendey : http://www.algaebase.org/search/species/detail/?species_id=32165; Habitat - ; Other notes - 										NA	NA
